Draw number,Draw date,draw_date_iso,Winning Number 1,Winning Number 2,Winning Number 3,Winning Number 4,Winning Number 5,Winning Number 6,Winning Number 7,Supplementary Number 1,Supplementary Number 2,Supplementary Number 3,Division 1 winners,Division 1 winners in WA,Division 1 prize pool,Division 1 amount,Division 2 winners,Division 2 winners in WA,Division 2 prize pool,Division 2 amount,Division 3 winners,Division 3 winners in WA,Division 3 prize pool,Division 3 amount,Division 4 winners,Division 4 winners in WA,Division 4 prize pool,Division 4 amount,Division 5 winners,Division 5 winners in WA,Division 5 prize pool,Division 5 amount,Division 6 winners,Division 6 winners in WA,Division 6 prize pool,Division 6 amount,Division 7 winners,Division 7 winners in WA,Division 7 prize pool,Division 7 amount
1494,04/10/2022,2022-10-04,37,42,47,39,5,17,20.0,29,22,38.0,1.0,0.0,50000000.0,50000000.0,14.0,2.0,670019.7,47858.55,135.0,14.0,791842.5,5865.5,1463.0,174.0,609120.05,416.35,8232.0,1087.0,487334.4,59.2,210303.0,26381.0,6025180.95,28.65,558496.0,68785.0,9689905.6,17.35
1495,11/10/2022,2022-10-11,27,31,47,19,16,23,32.0,14,2,45.0,0.0,0.0,0.0,0.0,5.0,1.0,138011.75,27602.35,36.0,6.0,163105.2,4530.7,284.0,55.0,125471.2,441.8,1554.0,210.0,100388.4,64.6,40308.0,5493.0,1241486.4,30.8,110589.0,14437.0,1996131.45,18.05
1496,18/10/2022,2022-10-18,15,25,8,42,14,37,21.0,45,17,13.0,0.0,0.0,0.0,0.0,3.0,0.0,147807.3,49269.1,33.0,5.0,174682.2,5293.4,331.0,33.0,134369.45,405.95,2004.0,215.0,107514.6,53.65,50262.0,6492.0,1329429.9,26.45,134428.0,16983.0,2137405.2,15.9
1497,25/10/2022,2022-10-25,1,39,7,9,23,15,32.0,36,40,18.0,0.0,0.0,0.0,0.0,6.0,1.0,209442.0,34907.0,45.0,2.0,247522.5,5500.5,535.0,70.0,190406.5,355.9,3034.0,363.0,152306.8,50.2,77448.0,9463.0,1885858.8,24.35,185894.0,22490.0,3030072.2,16.3
1498,01/11/2022,2022-11-01,31,13,30,9,26,6,18.0,37,16,22.0,1.0,0.0,20000000.0,20000000.0,10.0,0.0,388464.5,38846.45,122.0,11.0,459092.1,3763.05,1037.0,95.0,353150.35,340.55,6433.0,747.0,282408.7,43.9,149608.0,19163.0,3493346.8,23.35,370626.0,47172.0,5614983.9,15.15
1499,08/11/2022,2022-11-08,23,1,28,2,40,19,30.0,21,25,44.0,0.0,0.0,0.0,0.0,2.0,0.0,142388.3,71194.15,35.0,6.0,168276.5,4807.9,375.0,48.0,129450.0,345.2,2417.0,252.0,103568.45,42.85,54113.0,6518.0,1282478.1,23.7,134722.0,16546.0,2061246.6,15.3
1500,15/11/2022,2022-11-15,11,44,22,25,33,4,14.0,19,42,23.0,0.0,0.0,0.0,0.0,6.0,0.0,226785.6,37797.6,98.0,11.0,268020.2,2734.9,465.0,54.0,206181.0,443.4,3591.0,408.0,165186.0,46.0,70260.0,8165.0,2044566.0,29.1,165266.0,19514.0,3280530.1,19.85
1501,22/11/2022,2022-11-22,27,15,12,19,1,40,22.0,35,33,23.0,0.0,0.0,0.0,0.0,6.0,1.0,204330.0,34055.0,71.0,5.0,241481.65,3401.15,678.0,89.0,185738.1,273.95,3329.0,441.0,148639.85,44.65,81144.0,9721.0,1837911.6,22.65,195237.0,22722.0,2957840.55,15.15
1502,29/11/2022,2022-11-29,9,3,11,15,20,40,24.0,45,28,26.0,0.0,0.0,0.0,0.0,8.0,1.0,311860.0,38982.5,95.0,8.0,368562.0,3879.6,883.0,99.0,283487.15,321.05,5123.0,636.0,226692.75,44.25,119985.0,15224.0,2807649.0,23.4,297986.0,37052.0,4514487.9,15.15
1503,06/12/2022,2022-12-06,2,24,34,44,5,32,11.0,46,20,39.0,1.0,0.0,30000000.0,30000000.0,13.0,3.0,387841.35,29833.95,107.0,4.0,458355.9,4283.7,831.0,94.0,352593.3,424.3,5417.0,598.0,281954.85,52.05,134469.0,16764.0,3489470.55,25.95,319647.0,39540.0,5609804.85,17.55
1504,13/12/2022,2022-12-13,35,25,38,37,13,17,11.0,42,23,14.0,0.0,0.0,0.0,0.0,3.0,0.0,135351.6,45117.2,38.0,7.0,159961.0,4209.5,314.0,39.0,123040.9,391.85,1862.0,264.0,98406.7,52.85,47635.0,6081.0,1217074.25,25.55,124283.0,15783.0,1957457.25,15.75
1505,20/12/2022,2022-12-20,14,37,12,9,10,29,27.0,31,47,40.0,0.0,0.0,0.0,0.0,4.0,0.0,148485.0,37121.25,38.0,3.0,175482.1,4617.95,333.0,39.0,134981.55,405.35,2588.0,269.0,108049.0,41.75,58798.0,7063.0,1337654.5,22.75,121849.0,15133.0,2144542.4,17.6
1506,27/12/2022,2022-12-27,19,27,21,8,12,4,33.0,24,7,16.0,0.0,0.0,0.0,0.0,13.0,2.0,179033.4,13771.8,86.0,14.0,211585.8,2460.3,770.0,76.0,162739.5,211.35,3518.0,373.0,130166.0,37.0,79166.0,8645.0,1611028.1,20.35,203139.0,22897.0,2590022.25,12.75
1507,03/01/2023,2023-01-03,20,7,43,30,41,24,35.0,17,40,19.0,1.0,0.0,20000000.0,20000000.0,8.0,1.0,329925.6,41240.7,90.0,12.0,389911.5,4332.35,843.0,113.0,299939.4,355.8,4413.0,595.0,239846.55,54.35,110243.0,13442.0,2971048.85,26.95,292577.0,35328.0,4769005.1,16.3
1508,10/01/2023,2023-01-10,26,7,38,10,37,42,27.0,47,33,34.0,1.0,0.0,3000000.0,3000000.0,4.0,0.0,146812.0,36703.0,39.0,6.0,173505.15,4448.85,297.0,29.0,133471.8,449.4,2320.0,286.0,106720.0,46.0,53277.0,6696.0,1321269.6,24.8,118978.0,15300.0,2123757.3,17.85
1509,17/01/2023,2023-01-17,37,9,10,38,46,11,33.0,32,21,24.0,0.0,0.0,0.0,0.0,4.0,2.0,140290.8,35072.7,28.0,5.0,165797.8,5921.35,266.0,37.0,127533.7,479.45,1429.0,163.0,102030.6,71.4,38892.0,5047.0,1262045.4,32.45,108670.0,13652.0,2026695.5,18.65
1510,24/01/2023,2023-01-24,46,30,7,44,18,43,8.0,32,9,10.0,0.0,0.0,0.0,0.0,2.0,0.0,156869.2,78434.6,28.0,6.0,185390.8,6621.1,261.0,41.0,142610.4,546.4,1628.0,190.0,114122.8,70.1,43917.0,5333.0,1411931.55,32.15,124565.0,15114.0,2267083.0,18.2
1511,31/01/2023,2023-01-31,10,9,34,5,24,27,6.0,39,13,26.0,0.0,0.0,0.0,0.0,5.0,1.0,203829.5,40765.9,72.0,9.0,240890.4,3345.7,502.0,70.0,185288.2,369.1,3364.0,405.0,148184.2,44.05,82697.0,9820.0,1835873.4,22.2,198794.0,23270.0,2942151.2,14.8
1512,07/02/2023,2023-02-07,14,20,22,18,7,43,5.0,1,33,2.0,2.0,0.0,20000000.0,10000000.0,24.0,4.0,321926.4,13413.6,133.0,4.0,380459.8,2860.6,993.0,115.0,292637.1,294.7,5227.0,578.0,234169.6,44.8,122987.0,14006.0,2896343.85,23.55,317317.0,36300.0,4648694.05,14.65
1513,14/02/2023,2023-02-14,38,41,18,14,27,8,5.0,11,2,13.0,0.0,0.0,0.0,0.0,6.0,0.0,147321.6,24553.6,49.0,5.0,174106.8,3553.2,461.0,40.0,133920.5,290.5,2204.0,266.0,107114.4,48.6,54104.0,6893.0,1325548.0,24.5,149203.0,18903.0,2126142.75,14.25
1514,21/02/2023,2023-02-21,3,21,24,4,36,38,1.0,46,43,44.0,0.0,0.0,0.0,0.0,4.0,1.0,154375.4,38593.85,32.0,6.0,182443.2,5701.35,302.0,25.0,140339.4,464.7,2181.0,237.0,112321.5,51.5,53351.0,6586.0,1389793.55,26.05,118244.0,15051.0,2228899.4,18.85
1515,28/02/2023,2023-02-28,42,1,6,29,5,39,31.0,27,3,44.0,0.0,0.0,0.0,0.0,6.0,1.0,207813.9,34635.65,43.0,5.0,245598.8,5711.6,464.0,74.0,188917.6,407.15,2689.0,306.0,151121.8,56.2,68822.0,8641.0,1871958.4,27.2,189572.0,23841.0,3004716.2,15.85
1516,07/03/2023,2023-03-07,28,31,47,26,33,44,4.0,11,9,20.0,1.0,0.0,20000000.0,20000000.0,4.0,2.0,334457.2,83614.3,58.0,7.0,395267.1,6814.95,713.0,86.0,304058.85,426.45,3881.0,498.0,243144.65,62.65,103216.0,13176.0,3008746.4,29.15,287538.0,36174.0,4830638.4,16.8
1517,14/03/2023,2023-03-14,27,3,34,18,44,41,40.0,46,12,5.0,0.0,0.0,0.0,0.0,3.0,1.0,143496.0,47832.0,40.0,4.0,169586.0,4239.65,295.0,32.0,130449.0,442.2,1868.0,270.0,104327.8,55.85,46504.0,6110.0,1290486.0,27.75,114682.0,15195.0,2075744.2,18.1
1518,21/03/2023,2023-03-21,1,30,4,38,9,19,6.0,37,10,13.0,0.0,0.0,0.0,0.0,3.0,0.0,159452.85,53150.95,61.0,7.0,188444.25,3089.25,548.0,53.0,144946.0,264.5,3100.0,349.0,115940.0,37.4,67915.0,7990.0,1436402.25,21.15,163582.0,19533.0,2306506.2,14.1
1519,28/03/2023,2023-03-28,15,19,7,3,35,16,38.0,32,39,13.0,0.0,0.0,0.0,0.0,10.0,2.0,234596.0,23459.6,70.0,13.0,277249.0,3960.7,656.0,93.0,213265.6,325.1,3521.0,394.0,170592.45,48.45,87323.0,10608.0,2113216.6,24.2,218273.0,26815.0,3394145.15,15.55
1520,04/04/2023,2023-04-04,47,26,42,2,28,19,39.0,9,23,37.0,0.0,0.0,0.0,0.0,3.0,1.0,323455.8,107818.6,78.0,7.0,382266.3,4900.85,675.0,80.0,294063.75,435.65,3791.0,470.0,235231.55,62.05,98492.0,13262.0,2910438.6,29.55,270541.0,35321.0,4680359.3,17.3
1521,11/04/2023,2023-04-11,19,47,15,46,12,9,21.0,16,34,30.0,1.0,1.0,30000000.0,30000000.0,6.0,2.0,386131.2,64355.2,88.0,12.0,456337.2,5185.65,779.0,114.0,351017.4,450.6,4682.0,562.0,280920.0,60.0,118406.0,14850.0,3475216.1,29.35,309825.0,38328.0,5576850.0,18.0
1522,18/04/2023,2023-04-18,4,3,26,34,5,6,46.0,29,22,15.0,0.0,0.0,0.0,0.0,2.0,0.0,147102.8,73551.4,32.0,4.0,173848.0,5432.75,284.0,28.0,133735.6,470.9,1724.0,211.0,106974.2,62.05,48186.0,6167.0,1325115.0,27.5,126938.0,16587.0,2126211.5,16.75
1523,25/04/2023,2023-04-25,9,7,21,24,31,8,28.0,2,11,10.0,0.0,0.0,0.0,0.0,5.0,1.0,154501.0,30900.2,48.0,6.0,182592.0,3804.0,651.0,73.0,140453.25,215.75,2791.0,352.0,112337.75,40.25,66245.0,7905.0,1391145.0,21.0,184213.0,22070.0,2228977.3,12.1
1524,02/05/2023,2023-05-02,1,45,29,26,28,20,7.0,16,4,11.0,0.0,0.0,0.0,0.0,4.0,0.0,232372.2,58093.05,54.0,10.0,274622.4,5085.6,666.0,75.0,211255.2,317.2,3440.0,467.0,169076.0,49.15,88576.0,11126.0,2090393.6,23.6,240713.0,30271.0,3357946.35,13.95
1525,09/05/2023,2023-05-09,28,3,46,40,21,11,35.0,39,20,44.0,0.0,0.0,0.0,0.0,7.0,0.0,342738.9,48962.7,71.0,7.0,405055.0,5705.0,734.0,94.0,311583.0,424.5,4459.0,601.0,249258.1,55.9,111016.0,14272.0,3086244.8,27.8,281437.0,35082.0,4953291.2,17.6
1526,16/05/2023,2023-05-16,37,22,45,21,34,17,5.0,47,41,35.0,2.0,0.0,30000000.0,15000000.0,6.0,0.0,464113.5,77352.25,108.0,12.0,548499.6,5078.7,1057.0,118.0,421901.55,399.15,6938.0,781.0,337533.7,48.65,165577.0,20101.0,4180819.25,25.25,384186.0,48008.0,6704045.7,17.45
1527,23/05/2023,2023-05-23,4,3,45,41,18,5,15.0,42,33,25.0,0.0,0.0,0.0,0.0,4.0,1.0,138051.2,34512.8,28.0,5.0,163151.8,5826.85,345.0,51.0,125493.75,363.75,2047.0,228.0,100405.35,49.05,49993.0,6030.0,1242326.05,24.85,122586.0,15559.0,1998151.8,16.3
1528,30/05/2023,2023-05-30,43,17,41,30,42,20,10.0,6,1,14.0,0.0,0.0,0.0,0.0,3.0,0.0,156727.8,52242.6,40.0,1.0,185224.0,4630.6,352.0,37.0,142472.0,404.75,2086.0,264.0,113999.9,54.65,50534.0,6266.0,1409898.6,27.9,136285.0,16620.0,2262331.0,16.6
1529,06/06/2023,2023-06-06,1,5,8,3,26,19,46.0,40,28,35.0,0.0,0.0,0.0,0.0,2.0,0.0,212588.5,106294.25,75.0,8.0,251242.5,3349.9,486.0,61.0,193257.9,397.65,3634.0,409.0,154626.7,42.55,82741.0,9481.0,1911317.1,23.1,192287.0,22460.0,3076592.0,16.0
1530,13/06/2023,2023-06-13,5,35,37,14,21,12,22.0,46,47,17.0,1.0,0.0,20000000.0,20000000.0,5.0,1.0,274690.0,54938.0,62.0,11.0,324632.0,5236.0,582.0,84.0,249707.1,429.05,4154.0,535.0,199807.4,48.1,100310.0,12629.0,2472641.5,24.65,220762.0,28993.0,3973716.0,18.0
1531,20/06/2023,2023-06-20,36,22,5,30,19,23,38.0,47,42,11.0,0.0,0.0,0.0,0.0,3.0,2.0,125449.05,41816.35,33.0,7.0,148257.45,4492.65,324.0,35.0,114048.0,352.0,1799.0,199.0,91209.3,50.7,45759.0,5630.0,1127959.35,24.65,109157.0,13798.0,1812006.2,16.6
1532,27/06/2023,2023-06-27,47,37,31,43,39,16,5.0,14,30,40.0,0.0,0.0,0.0,0.0,6.0,0.0,166090.2,27681.7,29.0,3.0,196287.95,6768.55,304.0,39.0,150996.8,496.7,1811.0,228.0,120793.7,66.7,46333.0,6042.0,1494239.25,32.25,120859.0,15724.0,2399051.15,19.85
1533,04/07/2023,2023-07-04,20,3,21,12,36,40,29.0,6,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,231090.05,231090.05,60.0,7.0,273105.0,4551.75,583.0,82.0,210084.05,360.35,3264.0,408.0,168096.0,51.5,81992.0,9881.0,2078497.2,25.35,226515.0,27277.0,3341096.25,14.75
1534,11/07/2023,2023-07-11,26,46,35,42,28,9,4.0,40,21,47.0,1.0,1.0,20000000.0,20000000.0,10.0,1.0,324027.5,32402.75,81.0,5.0,382939.65,4727.65,752.0,94.0,294558.4,391.7,4098.0,492.0,235635.0,57.5,103072.0,13005.0,2916937.6,28.3,258399.0,32550.0,4689941.85,18.15
1535,18/07/2023,2023-07-18,24,11,22,7,20,41,17.0,33,6,47.0,0.0,0.0,0.0,0.0,2.0,0.0,133132.8,66566.4,38.0,4.0,157339.0,4140.5,349.0,42.0,121033.2,346.8,2282.0,309.0,96870.9,42.45,55034.0,7499.0,1196989.5,21.75,119700.0,16353.0,1927170.0,16.1
1536,25/07/2023,2023-07-25,39,43,1,14,44,32,10.0,8,23,47.0,0.0,0.0,0.0,0.0,1.0,0.0,147571.0,147571.0,26.0,3.0,174401.5,6707.75,286.0,33.0,134148.3,469.05,1633.0,212.0,107288.1,65.7,43929.0,5525.0,1328852.25,30.25,115109.0,15411.0,2135271.95,18.55
1537,01/08/2023,2023-08-01,13,40,34,17,36,11,19.0,35,14,12.0,0.0,0.0,0.0,0.0,6.0,0.0,201620.1,33603.35,49.0,9.0,238277.2,4862.8,481.0,77.0,183285.05,381.05,2876.0,347.0,146676.0,51.0,71494.0,9038.0,1815947.6,25.4,176310.0,21665.0,2917930.5,16.55
1538,08/08/2023,2023-08-08,7,19,47,20,3,22,35.0,4,17,10.0,0.0,0.0,0.0,0.0,4.0,1.0,353752.0,88438.0,79.0,11.0,418071.95,5292.05,829.0,134.0,321610.55,387.95,4843.0,661.0,257163.3,53.1,124460.0,16404.0,3186176.0,25.6,337461.0,43146.0,5112534.15,15.15
1539,15/08/2023,2023-08-15,23,6,27,41,8,24,47.0,4,13,28.0,1.0,0.0,30000000.0,30000000.0,7.0,1.0,463285.9,66183.7,86.0,17.0,547519.0,6366.5,949.0,144.0,421166.2,443.8,5670.0,819.0,336798.0,59.4,150077.0,21277.0,4172140.6,27.8,412002.0,57004.0,6695032.5,16.25
1540,22/08/2023,2023-08-22,40,37,33,36,12,10,42.0,5,28,27.0,0.0,0.0,0.0,0.0,1.0,0.0,137813.65,137813.65,20.0,4.0,162871.0,8143.55,267.0,41.0,125289.75,469.25,1592.0,201.0,100216.4,62.95,43059.0,5550.0,1240099.2,28.8,120693.0,15581.0,1991434.5,16.5
1541,29/08/2023,2023-08-29,19,22,47,17,46,14,27.0,30,29,40.0,0.0,0.0,0.0,0.0,2.0,0.0,147575.5,73787.75,23.0,2.0,174407.85,7582.95,273.0,52.0,134165.85,491.45,1562.0,218.0,107309.4,68.7,43316.0,5849.0,1327635.4,30.65,114617.0,15144.0,2131876.2,18.6
1542,05/09/2023,2023-09-05,41,31,2,5,13,18,21.0,46,9,40.0,1.0,0.0,10000000.0,10000000.0,9.0,0.0,232647.75,25849.75,70.0,12.0,274946.0,3927.8,601.0,75.0,211491.9,351.9,3721.0,450.0,169119.45,45.45,88121.0,11534.0,2092873.75,23.75,200737.0,26710.0,3362344.75,16.75
1543,12/09/2023,2023-09-12,24,27,4,5,12,25,44.0,42,39,7.0,0.0,0.0,0.0,0.0,7.0,1.0,132046.95,18863.85,46.0,7.0,156055.0,3392.5,404.0,69.0,120048.6,297.15,2173.0,334.0,96046.6,44.2,52588.0,6721.0,1188488.8,22.6,128580.0,16600.0,1909413.0,14.85
1544,19/09/2023,2023-09-19,23,35,33,45,36,32,14.0,20,30,12.0,0.0,0.0,0.0,0.0,2.0,0.0,146231.7,73115.85,27.0,6.0,172818.9,6400.7,317.0,34.0,132933.95,419.35,1845.0,229.0,106364.25,57.65,46991.0,6049.0,1315748.0,28.0,124243.0,15749.0,2112131.0,17.0
1545,26/09/2023,2023-09-26,10,1,46,20,34,13,9.0,30,19,42.0,0.0,0.0,0.0,0.0,2.0,0.0,192765.7,96382.85,40.0,6.0,227814.0,5695.35,366.0,54.0,175240.8,478.8,2321.0,313.0,140188.4,60.4,62327.0,8008.0,1735806.95,27.85,168065.0,21060.0,2789879.0,16.6
1546,03/10/2023,2023-10-03,43,21,27,24,19,47,7.0,11,39,29.0,0.0,0.0,0.0,0.0,4.0,0.0,225500.8,56375.2,60.0,10.0,266502.0,4441.7,531.0,61.0,204992.55,386.05,3021.0,389.0,164040.3,54.3,77894.0,10114.0,2029138.7,26.05,209559.0,26872.0,3258642.45,15.55
1547,10/10/2023,2023-10-10,35,2,6,12,29,31,15.0,8,28,47.0,0.0,0.0,0.0,0.0,5.0,2.0,333217.5,66643.5,120.0,19.0,393804.0,3281.7,879.0,103.0,302903.4,344.6,5151.0,652.0,242354.55,47.05,122227.0,15605.0,3000672.85,24.55,299396.0,39046.0,4820275.6,16.1
1548,17/10/2023,2023-10-17,21,23,18,39,14,33,46.0,37,41,28.0,1.0,0.0,30000000.0,30000000.0,12.0,4.0,419445.0,34953.75,83.0,13.0,495709.2,5972.4,908.0,123.0,381314.6,419.95,5170.0,687.0,305030.0,59.0,131706.0,17144.0,3773376.9,28.65,347417.0,44699.0,6062426.65,17.45
1549,24/10/2023,2023-10-24,39,5,25,40,47,3,30.0,44,33,19.0,0.0,0.0,0.0,0.0,4.0,1.0,133925.6,33481.4,13.0,1.0,158275.65,12175.05,235.0,36.0,121753.5,518.1,1414.0,198.0,97424.6,68.9,38239.0,5170.0,1204528.5,31.5,108390.0,13713.0,1934761.5,17.85
1550,31/10/2023,2023-10-31,3,21,44,37,31,13,45.0,30,11,33.0,0.0,0.0,0.0,0.0,2.0,1.0,147496.8,73748.4,63.0,4.0,174314.7,2766.9,353.0,46.0,134087.05,379.85,2257.0,241.0,107320.35,47.55,53894.0,6844.0,1328487.1,24.65,139127.0,17321.0,2128643.1,15.3
1551,07/11/2023,2023-11-07,30,22,43,3,41,16,21.0,46,33,25.0,0.0,0.0,0.0,0.0,4.0,1.0,230083.6,57520.9,59.0,8.0,271916.25,4608.75,533.0,89.0,209175.85,392.45,2992.0,388.0,167402.4,55.95,76177.0,10014.0,2072014.4,27.2,187961.0,24058.0,3326909.7,17.7
1552,14/11/2023,2023-11-14,38,12,1,32,45,9,4.0,10,43,18.0,0.0,0.0,0.0,0.0,7.0,2.0,283113.25,40444.75,50.0,5.0,334587.5,6691.75,636.0,94.0,257389.2,404.7,3908.0,523.0,205951.6,52.7,99812.0,12550.0,2550196.6,25.55,254515.0,31204.0,4097691.5,16.1
1553,21/11/2023,2023-11-21,36,41,25,12,21,8,14.0,22,23,19.0,0.0,0.0,0.0,0.0,3.0,0.0,315634.5,105211.5,74.0,15.0,373022.9,5040.85,735.0,84.0,286944.0,390.4,4187.0,583.0,229656.95,54.85,109193.0,14047.0,2839018.0,26.0,293366.0,36193.0,4561841.3,15.55
1554,28/11/2023,2023-11-28,43,33,34,22,19,24,6.0,38,25,10.0,0.0,0.0,0.0,0.0,8.0,1.0,420652.8,52581.6,118.0,18.0,497134.0,4213.0,960.0,118.0,382416.0,398.35,5901.0,702.0,305966.85,51.85,144192.0,18186.0,3785040.0,26.25,369403.0,46465.0,6076679.35,16.45
1555,05/12/2023,2023-12-05,36,19,17,3,41,11,32.0,34,6,22.0,0.0,0.0,0.0,0.0,8.0,0.0,511215.6,63901.95,125.0,19.0,604162.5,4833.3,1273.0,169.0,464772.3,365.1,7205.0,999.0,371778.0,51.6,178335.0,22991.0,4601043.0,25.8,462667.0,58937.0,7379538.65,15.95
1556,12/12/2023,2023-12-12,6,44,30,42,19,39,47.0,8,46,33.0,0.0,0.0,0.0,0.0,7.0,1.0,643243.65,91891.95,106.0,10.0,760194.9,7171.65,1342.0,176.0,584776.5,435.75,7548.0,1051.0,467976.0,62.0,199271.0,26581.0,5788822.55,29.05,524728.0,68834.0,9287685.6,17.7
1557,19/12/2023,2023-12-19,18,12,47,25,37,43,40.0,28,30,32.0,0.0,0.0,0.0,0.0,12.0,1.0,1086064.8,90505.4,230.0,28.0,1283526.5,5580.55,2466.0,299.0,987386.4,400.4,13621.0,1720.0,790018.0,58.0,347332.0,44245.0,9777395.8,28.15,918413.0,115837.0,15704862.3,17.1
1558,26/12/2023,2023-12-26,17,44,22,42,31,24,28.0,3,16,39.0,3.0,0.0,97889382.69,32629794.23,31.0,1.0,1614183.95,52070.45,428.0,54.0,1907681.6,4457.2,3760.0,444.0,1467528.0,390.3,22296.0,2900.0,1173884.4,52.65,552886.0,71695.0,14540901.8,26.3,1415829.0,181180.0,23361178.5,16.5
1559,02/01/2024,2024-01-02,36,44,3,46,24,21,30.0,37,18,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,319059.45,11002.05,265.0,34.0,132937.25,501.65,1619.0,204.0,106368.3,65.7,43110.0,5322.0,1317010.5,30.55,116007.0,14436.0,2111327.4,18.2
1560,09/01/2024,2024-01-09,5,6,42,38,21,25,22.0,36,44,16.0,0.0,0.0,0.0,0.0,2.0,1.0,162728.4,81364.2,37.0,7.0,192314.9,5197.7,345.0,40.0,147936.0,428.8,2240.0,298.0,118384.0,52.85,55481.0,6705.0,1464698.4,26.4,141001.0,16958.0,2354716.7,16.7
1561,16/01/2024,2024-01-16,17,37,4,29,9,24,47.0,20,27,14.0,1.0,0.0,10000000.0,10000000.0,2.0,0.0,224973.4,112486.7,56.0,8.0,265876.8,4747.8,584.0,77.0,204516.8,350.2,2793.0,335.0,163669.8,58.6,72157.0,8956.0,2024003.85,28.05,199905.0,23955.0,3248456.25,16.25
1562,23/01/2024,2024-01-23,15,26,2,18,44,20,27.0,10,1,42.0,0.0,0.0,0.0,0.0,2.0,0.0,135498.9,67749.45,37.0,2.0,160134.15,4327.95,337.0,51.0,123173.5,365.5,2028.0,267.0,98560.8,48.6,49143.0,6231.0,1218746.4,24.8,127813.0,15897.0,1955538.9,15.3
1563,30/01/2024,2024-01-30,27,4,34,29,28,25,20.0,38,26,12.0,0.0,0.0,0.0,0.0,6.0,2.0,149068.5,24844.75,38.0,4.0,176171.8,4636.1,425.0,48.0,135511.25,318.85,2142.0,266.0,108385.2,50.6,55114.0,6523.0,1342025.9,24.35,140291.0,16797.0,2153466.85,15.35
1564,06/02/2024,2024-02-06,10,31,13,39,38,20,3.0,41,33,12.0,0.0,0.0,0.0,0.0,7.0,5.0,287104.3,41014.9,73.0,13.0,339304.0,4648.0,644.0,108.0,261013.2,405.3,3867.0,446.0,208818.0,54.0,98302.0,12178.0,2585342.6,26.3,252049.0,31496.0,4146206.05,16.45
1565,13/02/2024,2024-02-13,21,16,6,17,32,8,7.0,25,12,14.0,0.0,0.0,0.0,0.0,7.0,1.0,383262.25,54751.75,113.0,9.0,452943.55,4008.35,1086.0,115.0,348443.1,320.85,5841.0,670.0,278615.7,47.7,146964.0,18562.0,3446305.8,23.45,378579.0,48811.0,5546182.35,14.65
1566,20/02/2024,2024-02-20,11,39,24,33,7,43,17.0,26,44,27.0,2.0,0.0,30000000.0,15000000.0,10.0,0.0,493495.5,49349.55,145.0,20.0,583219.0,4022.2,1318.0,171.0,448647.2,340.4,7416.0,983.0,358934.4,48.4,178710.0,23845.0,4440943.5,24.85,463514.0,60811.0,7138115.6,15.4
1567,27/02/2024,2024-02-27,4,10,1,18,38,39,8.0,11,21,5.0,0.0,0.0,0.0,0.0,2.0,0.0,144933.4,72466.7,47.0,7.0,171284.45,3644.35,349.0,48.0,131764.95,377.55,2095.0,230.0,105378.5,50.3,53290.0,6547.0,1305605.0,24.5,147909.0,18309.0,2092912.35,14.15
1568,05/03/2024,2024-03-05,6,25,37,47,24,29,16.0,28,17,13.0,0.0,0.0,0.0,0.0,5.0,0.0,190538.5,38107.7,46.0,6.0,225181.5,4895.25,396.0,41.0,173210.4,437.4,2171.0,268.0,138618.35,63.85,57382.0,6792.0,1715721.8,29.9,161796.0,19441.0,2750532.0,17.0
1569,12/03/2024,2024-03-12,23,33,18,19,2,36,38.0,35,40,13.0,0.0,0.0,0.0,0.0,3.0,0.0,233934.3,77978.1,47.0,4.0,276468.1,5882.3,530.0,60.0,212662.5,401.25,3166.0,377.0,170172.5,53.75,81130.0,10090.0,2105323.5,25.95,209811.0,25568.0,3377957.1,16.1
1570,19/03/2024,2024-03-19,18,1,23,13,28,31,47.0,36,44,14.0,0.0,0.0,0.0,0.0,4.0,0.0,328873.8,82218.45,92.0,9.0,388667.8,4224.65,700.0,89.0,298970.0,427.1,4228.0,513.0,239093.4,56.55,110329.0,13940.0,2962333.65,26.85,279137.0,34916.0,4759285.85,17.05
1571,26/03/2024,2024-03-26,47,9,8,25,33,6,23.0,3,37,32.0,0.0,0.0,0.0,0.0,11.0,0.0,428277.3,38934.3,94.0,9.0,506147.7,5384.55,939.0,135.0,389356.35,414.65,5562.0,694.0,311472.0,56.0,146048.0,19287.0,3855667.2,26.4,386591.0,50559.0,6185456.0,16.0
1572,02/04/2024,2024-04-02,22,2,43,41,47,15,21.0,28,23,6.0,0.0,0.0,0.0,0.0,8.0,1.0,487536.0,60942.0,126.0,12.0,576179.1,4572.85,975.0,123.0,443235.0,454.6,6001.0,818.0,354659.1,59.1,152060.0,20954.0,4386931.0,28.85,408401.0,56047.0,7044917.25,17.25
1573,09/04/2024,2024-04-09,18,28,2,4,1,47,37.0,11,24,27.0,1.0,0.0,50000000.0,50000000.0,14.0,0.0,699459.6,49961.4,155.0,22.0,826630.5,5333.1,1632.0,196.0,635908.8,389.65,9197.0,1219.0,508594.1,55.3,239509.0,32588.0,6299086.7,26.3,631262.0,88049.0,10100192.0,16.0
